group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
birds,94,yes,16025,La Sagra's Flycatcher,Myiarchus sagrae,1,387,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,95,yes,3756,Glossy Ibis,Plegadis falcinellus,1,374,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,96,yes,72952,Puerto Rican Oriole,Icterus portoricensis,1,373,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,97,yes,3864,Least Sandpiper,Calidris minutilla,1,368,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,98,yes,6425,Bee Hummingbird,Mellisuga helenae,1,361,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,99,yes,10290,Black-crowned Palm-Tanager,Phaenicophilus palmarum,1,360,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,100,yes,1428819,Puerto Rican Mango,Anthracothorax aurulentus,1,355,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,101,yes,72747,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,1,355,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,102,yes,16702,Caribbean Elaenia,Elaenia martinica,1,351,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,103,yes,18475,Cuban Green Woodpecker,Xiphidiopicus percussus,1,343,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,104,yes,10731,Western Spindalis,Spindalis zena,1,341,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,105,yes,145250,Adelaide's Warbler,Setophaga adelaidae,1,335,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,106,yes,1289679,Puerto Rican Emerald,Riccordia maugaeus,1,321,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,107,yes,6864,Antillean Palm Swift,Tachornis phoenicobia,1,321,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,108,yes,4981,Black-crowned Night Heron,Nycticorax nycticorax,1,314,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,109,yes,4948,Reddish Egret,Egretta rufescens,1,310,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,110,yes,72950,Cuban Oriole,Icterus melanopsis,1,299,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,111,yes,793273,Puerto Rican Bullfinch,Melopyrrha portoricensis,1,297,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,112,yes,6422,Vervain Hummingbird,Mellisuga minima,1,296,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,113,yes,11855,Cave Swallow,Petrochelidon fulva,1,296,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,114,yes,473,American Coot,Fulica americana,1,295,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,115,yes,3892,Greater Yellowlegs,Tringa melanoleuca,1,295,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,116,yes,367575,Hispaniolan Parakeet,Psittacara chloropterus,1,289,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,117,yes,62550,Ovenbird,Seiurus aurocapilla,1,287,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,118,yes,558433,Blue-winged Teal,Spatula discors,1,285,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,119,yes,19809,Cuban Pygmy-Owl,Glaucidium siju,1,284,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,120,yes,18159,Jamaican Woodpecker,Melanerpes radiolatus,1,276,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,121,yes,979880,Bahama Woodstar,Nesophlox evelynae,1,276,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,122,yes,72578,Cuban Black Hawk,Buteogallus gundlachii,1,275,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,123,yes,13780,Orange-cheeked Waxbill,Estrilda melpoda,1,257,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,124,yes,72742,Hispaniolan Lizard-Cuckoo,Coccyzus longirostris,1,253,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,125,yes,9929,Puerto Rican Tanager,Nesospingus speculiferus,1,252,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,126,yes,4239,Least Grebe,Tachybaptus dominicus,1,247,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,127,yes,9864,Saffron Finch,Sicalis flaveola,1,242,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,128,yes,3862,Semipalmated Sandpiper,Calidris pusilla,1,237,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,129,yes,18983,Hispaniolan Amazon,Amazona ventralis,1,236,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,130,yes,144530,Least Tern,Sternula antillarum,1,236,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,131,yes,8033,White-necked Crow,Corvus leucognaphalus,1,232,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,132,yes,144491,Willet,Tringa semipalmata,1,230,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,133,yes,9721,Common Yellowthroat,Geothlypis trichas,1,227,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,134,yes,979799,Cuban Grassquit,Phonipara canora,1,225,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,135,yes,9849,Lesser Antillean Saltator,Saltator albicollis,1,225,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,136,yes,2548,Belted Kingfisher,Megaceryle alcyon,1,224,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,137,yes,73149,Northern Waterthrush,Parkesia noveboracensis,1,223,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,138,yes,367700,Bronze Mannikin,Spermestes cucullata,1,219,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,139,yes,10266,Cuban Bullfinch,Melopyrrha nigra,1,217,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,140,yes,12777,White-chinned Thrush,Turdus aurantius,1,215,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,141,yes,3850,Stilt Sandpiper,Calidris himantopus,1,208,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,142,yes,793274,Greater Antillean Bullfinch,Melopyrrha violacea,1,205,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,143,yes,4314,White-tailed Tropicbird,Phaethon lepturus,1,205,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,144,yes,19210,White-winged Parakeet,Brotogeris versicolurus,1,204,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,145,yes,18463,Yellow-bellied Sapsucker,Sphyrapicus varius,1,199,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,146,yes,145090,Scaly-breasted Thrasher,Allenia fusca,1,198,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,147,yes,519,Purple Gallinule,Porphyrio martinica,1,198,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,148,yes,17384,Puerto Rican Vireo,Vireo latimeri,1,197,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,149,yes,1204,Indian Peafowl,Pavo cristatus,1,194,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,150,yes,19018,Blue-and-yellow Macaw,Ara ararauna,1,193,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,151,yes,4672,Merlin,Falco columbarius,1,190,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,152,yes,4246,Pied-billed Grebe,Podilymbus podiceps,1,187,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,153,yes,9335,Jamaican Oriole,Icterus leucopteryx,1,179,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,154,yes,4381,Lesser Black-backed Gull,Larus fuscus,1,179,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,155,yes,1289601,Neotropic Cormorant,Nannopterum brasilianum,1,178,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,156,yes,14880,Bahama Mockingbird,Mimus gundlachii,1,174,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,157,yes,2966,African Collared-Dove,Streptopelia roseogrisea,1,174,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,158,yes,17390,Cuban Vireo,Vireo gundlachii,1,174,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,159,yes,5806,Green Mango,Anthracothorax viridis,1,171,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
